MRF_Province,MRF_District,MRF_Facility,Facility_datim,TX_CURR _datim,TX_CURR _mrf,concordance,Province,District,Facility Name,Source,Source2,datim site name,facility id
Mashonaland East,Uzumba Maramba Pfungwe,Mashambanhaka,Mashambanhaka - 100924 - Clinic,618.0,597.0,96.0%,Mash. East,UMP,Mashambanhaka - 100924 - Clinic,Mobile,DPL,Mashambanhaka - 100924 - Clinic,ZW030332
Mashonaland East,Uzumba Maramba Pfungwe,Tsokodeka,Tsokodeka clinic,86.0,84.0,97.0%,Mash. East,UMP,Tsokodeka clinic,Mobile,DPL,Tsokodeka clinic,ZW030339
Mashonaland West,Chegutu,Padre Pio Poly,Padre Pio Poly Clinic,1282.0,1259.0,98.0%,Mash. West,Chegutu,Padre Pio Poly Clinic,DPL,DPL,Padre Pio Poly Clinic,ZW040189
Mashonaland West,Zvimba,Darwendale Rural,Darwendale - 100368 - Rural Hospital,749.0,1266.0,59.0%,Mash. West,Zvimba,Darwendale - 100368 - Rural Hospital,DPL,DPL,Darwendale - 100368 - Rural Hospital,ZW04070C
Mashonaland West,Mhondoro,Battlefieds,Battlefields,678.0,1729.0,39.0%,Mash. West,Mhondoro,Battlefields,Mobile,manual,nan,
Masvingo,Chiredzi,Chiredzi,Chiredzi - 100264 - Hospital,67.0,4707.0,1.0%,Masvingo,Chiredzi,Chiredzi - 100264 - Hospital,Mobile,Mobile,Chiredzi - 100264 - Hospital,ZW08020A
Masvingo,Chiredzi,Chizvirizvi Rural Health Centre,Chizvirizvi - 100329 - Clinic,241.0,266.0,90.0%,Masvingo,Chiredzi,Chizvirizvi - 100329 - Clinic,Mobile,Mobile,Chizvirizvi - 100329 - Clinic,ZW080204
Masvingo,Chiredzi,Rupangwana,Rapanguwana - 101442 - Clinic,648.0,690.0,93.0%,Masvingo,Chiredzi,Rapanguwana - 101442 - Clinic,Mobile,Mobile,Rapanguwana - 101442 - Clinic,ZW080230
Masvingo,Chiredzi,Tshovani,Tsovani - 101715 - Clinic,1677.0,2491.0,67.0%,Masvingo,Chiredzi,Tsovani - 101715 - Clinic,Mobile,Mobile,Tsovani - 101715 - Clinic,ZW080233
Masvingo,Chivi,Chivi,Chivi - 100319 - Rural Hospital,185.0,1260.0,14.0%,Masvingo,Chivi,Chivi - 100319 - Rural Hospital,Mobile,Mobile,Chivi - 100319 - Rural Hospital,ZW08030B
Masvingo,Chivi,Mandamabwe Rural Health Centre,Mhandamabwe - 101011 - RHC,1113.0,1170.0,95.0%,Masvingo,Chivi,Mhandamabwe - 101011 - RHC,Mobile,Mobile,Mhandamabwe - 101011 - Rural Health Centre,ZW080303
Masvingo,Chivi,Nyahombe Rural Health Centre,Nyahombe - 101316 - Clinic,1070.0,1321.0,80.0%,Masvingo,Chivi,Nyahombe - 101316 - Clinic,Mobile,Mobile,Nyahombe - 101316 - Clinic,ZW080308
Masvingo,Chivi,Zivuku,Zivuku - 101812 - Clinic,687.0,751.0,91.0%,Masvingo,Chivi,Zivuku - 101812 - Clinic,Mobile,DPL,Zivuku - 101812 - Clinic,ZW080324
Masvingo,Gutu,Chinyika Rural,Chinyika - 100243 - Rural Health Centre,520.0,719.0,72.0%,Masvingo,Gutu,Chinyika - 100243 - Rural Health Centre,Mobile,Mobile,Chinyika - 100243 - Rural Health Centre,ZW08040D
Masvingo,Gutu,Gutu,Gutu - 100557 - Mission Hospital,412.0,1360.0,30.0%,Masvingo,Gutu,Gutu - 100557 - Mission Hospital,Mobile,Mobile,Gutu - 100557 - Mission Hospital,ZW08040E
Masvingo,Gutu,Majada Rural Health Centre,Majada - 100833 - Rural Health Centre,107.0,653.0,16.0%,Masvingo,Gutu,Majada - 100833 - Rural Health Centre,Mobile,manual,nan,
Masvingo,Gutu,Nemashakwe Rural Health Centre,Nemashakwe - 101224 - Clinic,0.0,271.0,0.0%,Masvingo,Gutu,Nemashakwe - 101224 - Clinic,Mobile,Mobile,Nemashakwe - 101224 - Clinic,ZW080405
Masvingo,Gutu,Zvavahera Rural Health Centre,Zvavahera - 101824 - Clinic,304.0,489.0,62.0%,Masvingo,Gutu,Zvavahera - 101824 - Clinic,Mobile,Mobile,Zvavahera - 101824 - Clinic,ZW080409
Masvingo,Masvingo,Bondolfi,Bondolfi - 100082 - Rural Hospital,584.0,586.0,99.0%,Masvingo,Masvingo,Bondolfi - 100082 - Rural Hospital,Mobile,Mobile,Bondolfi - 100082 - Rural Hospital,ZW080591
Masvingo,Masvingo,Charumbira,Charumbira - 100141 - Clinic,214.0,463.0,46.0%,Masvingo,Masvingo,Charumbira - 100141 - Clinic,Mobile,Mobile,Charumbira - 100141 - Clinic,ZW080525
Masvingo,Masvingo,Guwa Rural Health Centre,Guwa - 100559 - Clinic,0.0,510.0,0.0%,Masvingo,Masvingo,Guwa - 100559 - Clinic,Mobile,Mobile,Guwa - 100559 - Clinic,ZW080540
Masvingo,Masvingo,Mapanzure,Mapanzure - 100884 - Clinic,0.0,648.0,0.0%,Masvingo,Masvingo,Mapanzure - 100884 - Clinic,Mobile,Mobile,Mapanzure - 100884 - Clinic,ZW080528
Masvingo,Masvingo,Morgenster,Mogenester - 101030 - Mission Hospital,2.0,1351.0,0.0%,Masvingo,Masvingo,Mogenester - 101030 - Mission Hospital,Mobile,Mobile,Mogenester - 101030 - Mission Hospital,ZW08050D
Masvingo,Masvingo,Mucheke,Mucheke - 101077 - Clinic,490.0,2483.0,19.0%,Masvingo,Masvingo,Mucheke - 101077 - Clinic,Mobile,DPL,Mucheke - 101077 - Clinic,ZW080535
Masvingo,Masvingo,Mushandike Rural Health Centre,Mushandike - 101142 - Clinic,133.0,834.0,15.0%,Masvingo,Masvingo,Mushandike - 101142 - Clinic,Mobile,Mobile,Mushandike - 101142 - Clinic,ZW080503
Masvingo,Masvingo,Musvovi Rural Health Centre,Musvovi - 101158 - Clinic,305.0,820.0,37.0%,Masvingo,Masvingo,Musvovi - 101158 - Clinic,Mobile,Mobile,Musvovi - 101158 - Clinic,ZW080504
Masvingo,Masvingo,Nemamwa Rural Health Centre,Nemwanwa - 101228 - Clinic,1000.0,1350.0,74.0%,Masvingo,Masvingo,Nemwanwa - 101228 - Clinic,Mobile,Mobile,Nemwanwa - 101228 - Clinic,ZW080506
Masvingo,Masvingo,Ngomahuru Rural Health Centre,Ngomahuru - 101253 - RHC,212.0,336.0,63.0%,Masvingo,Masvingo,Ngomahuru - 101253 - RHC,Mobile,Mobile,Ngomahuru - 101253 - Rural Health Centre,ZW080544
Masvingo,Masvingo,Nyajena Rural,Nyajena - 101321 - Rural Hospital,91.0,764.0,11.0%,Masvingo,Masvingo,Nyajena - 101321 - Rural Hospital,Mobile,Mobile,Nyajena - 101321 - Rural Hospital,ZW08050C
Masvingo,Masvingo,Nyikavanhu Rural Health Centre,Nyikavanhu - 101386 - RHC,319.0,1019.0,31.0%,Masvingo,Masvingo,Nyikavanhu - 101386 - RHC,Mobile,Mobile,Nyikavanhu - 101386 - Rural Health Centre,ZW080507
Masvingo,Masvingo,Renco Mine,Renco - 101449 - Mine Clinic,0.0,384.0,0.0%,Masvingo,Masvingo,Renco - 101449 - Mine Clinic,Mobile,Mobile,Renco - 101449 - Mine Clinic,ZW080576
Masvingo,Masvingo,Rujeko,Rujeko - 101468 - Clinic,1085.0,1483.0,73.0%,Masvingo,Masvingo,Rujeko - 101468 - Clinic,Mobile,DPL,Rujeko - 101468 - Clinic,ZW080582
Masvingo,Masvingo,Rukovo,Rukovo - 101470 - Clinic,63.0,515.0,12.0%,Masvingo,Masvingo,Rukovo - 101470 - Clinic,Mobile,Mobile,Rukovo - 101470 - Clinic,ZW080532
Masvingo,Masvingo,Runyararo,Runyararo NW Council Clinic,1343.0,2183.0,61.0%,Masvingo,Masvingo,Runyararo NW Council Clinic,Mobile,DPL,Runyararo - 101473 - Clinic,612
Masvingo,Masvingo,Shonganiso,Shonganiso - 101566 - Clinic,389.0,386.0,99.0%,Masvingo,Masvingo,Shonganiso - 101566 - Clinic,Mobile,DPL,Shonganiso - 101566 - Clinic,ZW080592
Masvingo,Masvingo,Shumba,Shumba - 101569 - Clinic,1.0,807.0,0.0%,Masvingo,Masvingo,Shumba - 101569 - Clinic,Mobile,Mobile,Shumba - 101569 - Clinic,ZW080533
Masvingo,Masvingo,Zimuto BC,Zimuto BC-101885-Clinic,42.0,371.0,11.0%,Masvingo,Masvingo,Zimuto BC-101885-Clinic,Mobile,Mobile,Zimuto BC-101885-Clinic,ZW080534
Masvingo,Mwenezi,Chimbudzi Rural Health Centre,Chimbudzi - 100211 - Clinic,462.0,571.0,80.0%,Masvingo,Mwenezi,Chimbudzi - 100211 - Clinic,Mobile,Mobile,Chimbudzi - 100211 - Clinic,ZW080601
Masvingo,Mwenezi,Neshuro,Neshuro - 101232 - District Hospital,94.0,1521.0,6.0%,Masvingo,Mwenezi,Neshuro - 101232 - District Hospital,Mobile,Mobile,Neshuro - 101232 - District Hospital,ZW08060A
Masvingo,Zaka,Bvukururu,Bvukururu - 100110 - Clinic,780.0,783.0,99.0%,Masvingo,Zaka,Bvukururu - 100110 - Clinic,Mobile,DPL,Bvukururu - 100110 - Clinic,ZW080726
Masvingo,Zaka,Jerera Satellite,Jerera - 100659 - Satelite Clinic,2.0,975.0,0.0%,Masvingo,Zaka,Jerera - 100659 - Satelite Clinic,Mobile,Mobile,Jerera - 100659 - Satelite Clinic,ZW080739
Masvingo,Zaka,Musiso,Musiso - 101153 - Mission Hospital,8.0,1691.0,0.0%,Masvingo,Zaka,Musiso - 101153 - Mission Hospital,Mobile,Mobile,Musiso - 101153 - Mission Hospital,ZW08070C
Masvingo,Zaka,Ndanga,Ndanga - 101210 - Hospital,263.0,2815.0,9.0%,Masvingo,Zaka,Ndanga - 101210 - Hospital,Mobile,Mobile,Ndanga - 101210 - Hospital,ZW08070A
Masvingo,Zaka,Svuure Rural Health Centre,Svuvure - 101665 - Rural Health Hospital,428.0,529.0,80.0%,Masvingo,Zaka,Svuvure - 101665 - Rural Health Hospital,Mobile,Mobile,Svuvure - 101665 - Rural Health Hospital,ZW080704
Matabeleland North,Bubi,Membeswana Rural Health Centre,Mbembeswana - 100990 - RHC,623.0,732.0,85.0%,Mat. North,Bubi,Mbembeswana - 100990 - RHC,Mobile,Mobile,Mbembeswana - 100990 - Rural Health Centre,ZW060525
Matabeleland North,Lupane,Lupane Rural Health Centre,Lupane - 100781 - Rural Health Centre,1937.0,1904.0,98.0%,Mat. North,Lupane,Lupane - 100781 - Rural Health Centre,Mobile,Mobile,Lupane - 100781 - Rural Health Centre,ZW050406
Matabeleland North,Nkayi,Dakamela Rural,Dakamela - 100357 - Rural Hospital,512.0,875.0,58.0%,Mat. North,Nkayi,Dakamela - 100357 - Rural Hospital,Mobile,Mobile,Dakamela - 100357 - Rural Hospital,ZW05050B
Matabeleland North,Nkayi,Nkayi,Nkayi - 101275 - District Hospital,616.0,1530.0,40.0%,Mat. North,Nkayi,Nkayi - 101275 - District Hospital,Mobile,Mobile,Nkayi - 101275 - District Hospital,ZW05050A
Matabeleland North,Umguza,Mbembesi Rural health Centre,Mbembesi - 100989 - Rural Health Centre,827.0,1076.0,76.0%,Mat. North,Umguza,Mbembesi - 100989 - Rural Health Centre,Mobile,Mobile,Mbembesi - 100989 - Rural Health Centre,ZW050733
Matabeleland North,Umguza,Nyamandlovu,Nyamandlovu - 101332 - Hospital,996.0,1111.0,89.0%,Mat. North,Umguza,Nyamandlovu - 101332 - Hospital,Mobile,Mobile,Nyamandlovu - 101332 - Hospital,ZW05070A
Matabeleland North,Umguza,Redwood,Redwood - 101447 - Clinic,130.0,651.0,19.0%,Mat. North,Umguza,Redwood - 101447 - Clinic,Mobile,Mobile,Redwood - 101447 - Clinic,599
Matabeleland South,Beitbridge,Dulibadzimu,Dulibadzimu - 100423 - Clinic,1817.0,1722.0,94.0%,Mat. South,Beitbridge,Dulibadzimu - 100423 - Clinic,Mobile,Mobile,Dulibadzimu - 100423 - Clinic,ZW060126
Matabeleland South,Beitbridge,Mtetengwe,Mtetengwe - 101069 - Clinic,806.0,853.0,94.0%,Mat. South,Beitbridge,Mtetengwe - 101069 - Clinic,Mobile,Mobile,Mtetengwe - 101069 - Clinic,ZW060179
Matabeleland South,Beitbridge,Zezani,Zezane - 101787 - Clinic,981.0,1202.0,81.0%,Mat. South,Beitbridge,Zezane - 101787 - Clinic,Mobile,Mobile,Zezane - 101787 - Clinic,ZW060131
Matabeleland South,Bulilima,Lady Barring Rural,Lady Barring - 100755 - Mission Hospital,757.0,765.0,98.0%,Mat. South,Bulilima,Lady Barring - 100755 - Mission Hospital,Mobile,Mobile,Lady Barring - 100755 - Mission Hospital,ZW06020B
Matabeleland South,Bulilima,Ndiweni,Ndiweni - 101211 - Clinic,797.0,785.0,98.0%,Mat. South,Bulilima,Ndiweni - 101211 - Clinic,Mobile,Mobile,Ndiweni - 101211 - Clinic,ZW060230
Matabeleland South,Bulilima,Sikhathini,Sikhatini - 101585 - Clinic,793.0,811.0,97.0%,Mat. South,Bulilima,Sikhatini - 101585 - Clinic,Mobile,Mobile,Sikhatini - 101585 - Clinic,ZW060231
Matabeleland South,Gwanda,Manama,Manama - 100867 - Mission Hospital,668.0,1001.0,66.0%,Mat. South,Gwanda,Manama - 100867 - Mission Hospital,Mobile,Mobile,Manama - 100867 - Mission Hospital,ZW06030B
Matabeleland South,Gwanda,Selonga,Selonga - 101536 - Rural Health Centre,815.0,946.0,86.0%,Mat. South,Gwanda,Selonga - 101536 - Rural Health Centre,Mobile,Mobile,Selonga - 101536 - Rural Health Centre,ZW060363
Matabeleland South,Insiza,Nkankezi Rural Health Centre,Nkankezi - 101274 - Rural Health Centre,1302.0,1200.0,92.0%,Mat. South,Insiza,Nkankezi - 101274 - Rural Health Centre,Mobile,Mobile,Nkankezi - 101274 - Rural Health Centre,ZW060405
Matabeleland South,Insiza,Shangani,Shangani - 101557 - Rural Hospital,775.0,1619.0,47.0%,Mat. South,Insiza,Shangani - 101557 - Rural Hospital,Mobile,Mobile,Shangani - 101557 - Rural Hospital,ZW06040B
Matabeleland South,Insiza,Singwango,Singwango - 101603 - Clinic,913.0,953.0,95.0%,Mat. South,Insiza,Singwango - 101603 - Clinic,Mobile,Mobile,Singwango - 101603 - Clinic,ZW060425
Matabeleland South,Insiza,Zhulube,Zhulube - 101793 - Clinic,825.0,1153.0,71.0%,Mat. South,Insiza,Zhulube - 101793 - Clinic,Mobile,Mobile,Zhulube - 101793 - Clinic,ZW060426
Matabeleland South,Mangwe,Bango Rural Health Centre,Bango - 100042 - Clinic,595.0,601.0,99.0%,Mat. South,Mangwe,Bango - 100042 - Clinic,Mobile,Mobile,Bango - 100042 - Clinic,ZW060709
Matabeleland South,Mangwe,Dingumuzi,Dingumuzi - 100394 - Clinic,600.0,677.0,88.0%,Mat. South,Mangwe,Dingumuzi - 100394 - Clinic,Mobile,Mobile,Dingumuzi - 100394 - Clinic,ZW060745
Matabeleland South,Mangwe,Ingwizi Rural Health Centre,Ingwizi - 100639 - Clinic,1145.0,1311.0,87.0%,Mat. South,Mangwe,Ingwizi - 100639 - Clinic,Mobile,Mobile,Ingwizi - 100639 - Clinic,ZW060703
Matabeleland South,Mangwe,Sanzukwi,SANZUKWI - 101529 - Clinic,644.0,691.0,93.0%,Mat. South,Mangwe,SANZUKWI - 101529 - Clinic,Mobile,Mobile,SANZUKWI - 101529 - Clinic,ZW060733
Matabeleland South,Mangwe,St Annes Mission Hospital (Brunapeg),St. Annes Brunapeg - 101642 - Mission,722.0,943.0,76.0%,Mat. South,Mangwe,St. Annes Brunapeg - 101642 - Mission,Mobile,Mobile,St. Annes Brunapeg - 101642 - Mission Hospital,ZW06070D
Matabeleland South,Mangwe,Tshitshi,Tshitshi - 101712 - Clinic,875.0,940.0,93.0%,Mat. South,Mangwe,Tshitshi - 101712 - Clinic,Mobile,Mobile,Tshitshi - 101712 - Clinic,ZW060732
Matabeleland South,Matobo,Kezi Rural,Kezi - 100732 - Rural Hospital,1064.0,1145.0,92.0%,Mat. South,Matobo,Kezi - 100732 - Rural Hospital,Mobile,Mobile,Kezi - 100732 - Rural Hospital,ZW06050B
Matabeleland South,Matobo,Matopo Rural,Matobo Rural - 100957 - Rural Hospital,247.0,270.0,91.0%,Mat. South,Matobo,Matobo Rural - 100957 - Rural Hospital,Mobile,Mobile,Matobo Rural - 100957 - Rural Hospital,ZW06050C
Matabeleland South,Matobo,Natisa Rural Health Centre,Natisa - 101208 - Rural Health Centre,757.0,780.0,97.0%,Mat. South,Matobo,Natisa - 101208 - Rural Health Centre,Mobile,Mobile,Natisa - 101208 - Rural Health Centre,ZW060501
Matabeleland South,Matobo,St Joseph's,St. Joseph's - 101644 - Rural Hospital,952.0,936.0,98.0%,Mat. South,Matobo,St. Joseph's - 101644 - Rural Hospital,Mobile,Mobile,St. Joseph's - 101644 - Rural Hospital,ZW06050E
Matabeleland South,Matobo,Tshelanyemba,Tshelanyemba - 101711 - Mission Hospital,256.0,1605.0,15.0%,Mat. South,Matobo,Tshelanyemba - 101711 - Mission Hospital,Mobile,Mobile,Tshelanyemba - 101711 - Mission Hospital,ZW06050D
Matabeleland South,Umzingwane,Habane,Habani - 100578 - Clinic,226.0,543.0,41.0%,Mat. South,Umzingwane,Habani - 100578 - Clinic,Mobile,Mobile,Habani - 100578 - Clinic,ZW060626
Matabeleland South,Umzingwane,How Mine,How Mine - 100610 - Mine Clinic,353.0,378.0,93.0%,Mat. South,Umzingwane,How Mine - 100610 - Mine Clinic,Mobile,Mobile,How Mine - 100610 - Mine Clinic,ZW060676
Matabeleland South,Umzingwane,Mawabeni,Mawabeni - 100969 - Clinic,1004.0,824.0,82.0%,Mat. South,Umzingwane,Mawabeni - 100969 - Clinic,Mobile,DPL,Mawabeni - 100969 - Clinic,ZW060627
Matabeleland South,Umzingwane,Nhlangano,Nhlangano - 101269 - Clinic,716.0,720.0,99.0%,Mat. South,Umzingwane,Nhlangano - 101269 - Clinic,Mobile,Mobile,Nhlangano - 101269 - Clinic,ZW060629
Matabeleland South,Umzingwane,Ntshamathe,Ntshamathe - 101304 - Clinic,259.0,449.0,57.0%,Mat. South,Umzingwane,Ntshamathe - 101304 - Clinic,Mobile,Mobile,Ntshamathe - 101304 - Clinic,ZW060631
Matabeleland South,Umzingwane,Mzingwane RHC,Umzingwane - 101725 - Clinic,269.0,357.0,75.0%,Mat. South,Umzingwane,Umzingwane - 101725 - Clinic,Mobile,Mobile,Umzingwane - 101725 - Clinic,ZW060606
Matabeleland South,Umzingwane,Zimbili,Zimbili - 101911 - Clinic,216.0,227.0,95.0%,Mat. South,Umzingwane,Zimbili - 101911 - Clinic,Mobile,Mobile,Zimbili - 101911 - Clinic,ZW060634
Midlands,Gweru,Somabhula,Somabula - 101613 - Clinic,380.0,354.0,93.0%,Midlands,Gweru,Somabula - 101613 - Clinic,Mobile,DPL,Somabula - 101613 - Clinic,ZW070445
Midlands,Kwekwe,Sherwood,Sherwood - 101561 - Clinic,531.0,773.0,68.0%,Midlands,Kwekwe,Sherwood - 101561 - Clinic,Mobile,DPL,Sherwood - 101561 - Clinic,ZW070566
Matabeleland North,Bubi,Mdutshane Rural Health Centre,,415,460,,Matabeleland North,Bubi,Mdutshane - 101002 - Clinic,,Mobile,Mdutshane - 101002 - Clinic,
Matabeleland North,Bubi,Turk Mine,Turk Mine - 101720 - Mine Clinic,136,136,,Matabeleland North,Bubi,Turk Mine - 101720 - Mine Clinic,,Mobile,Turk Mine - 101720 - Mine Clinic,
Matabeleland North,Nkayi,Fanisoni,Fanison - 100461 - Rural Health Centre,312,,,Matabeleland North,Nkayi,Fanison - 100461 - Rural Health Centre,,,Fanison - 100461 - Rural Health Centre,
Matabeleland North,Nkayi,Gwelutshena,Gwelutshena - 100569 - Rural Health Centre,1119,,,Matabeleland North,Nkayi,Gwelutshena - 100569 - Rural Health Centre,,,Gwelutshena - 100569 - Rural Health Centre,
Matabeleland North,Nkayi,Mateme Rural Health Centre,Mateme - 100949 - Rural Health Centre,556,,,Matabeleland North,Nkayi,Mateme - 100949 - Rural Health Centre,,,Mateme - 100949 - Rural Health Centre,
Matabeleland North,Nkayi,Nesigwe,Nesigwe - 101233 - Rural Health Centre,693,,,Matabeleland North,Nkayi,Nesigwe - 101233 - Rural Health Centre,,,Nesigwe - 101233 - Rural Health Centre,
Matabeleland North,Tsholotsho,Shaba Clinc,Shaba Clinc,421,462,,Matabeleland North,Tsholotsho,Shaba - 101546 - Council Clinic,,Mobile,Shaba - 101546 - Council Clinic,643
Matabeleland South,Bulilima,Lady Stanley Rural,,,919,,Matabeleland South,Bulilima,Lady Stanley - 100756 - Mission Hospital,,Mobile,Lady Stanley - 100756 - Mission Hospital,ZW06020C
Matabeleland South,Gwanda,Garanyemba,Garanyemba - 100490 - Clinic,,821,,Matabeleland South,Gwanda,Garanyemba - 100490 - Clinic,,Mobile,Garanyemba - 100490 - Clinic,ZW060331
Matabeleland South,Gwanda,Phakama,Pakama - 101403 - Clinic,,2814,,Matabeleland South,Gwanda,Pakama - 101403 - Clinic,,Mobile,Pakama - 101403 - Clinic,ZW060362
Matabeleland South,Gwanda,Sengezane,Sengezani - 101540 - Rural Health Centre,,1093,,Matabeleland South,Gwanda,Sengezani - 101540 - Rural Health Centre,,Mobile,Sengezani - 101540 - Rural Health Centre,642
Matabeleland South,Mangwe,Madabe,,,948,,Matabeleland South,Mangwe,Madabe - 100800 - Clinic,,Mobile,Madabe - 100800 - Clinic,ZW060727
Matabeleland South,Mangwe,Mayobodo Rural Health Centre,Mayobodo - 100972 - Rural Health Centre,660,762,,Matabeleland South,Mangwe,Mayobodo - 100972 - Rural Health Centre,,Mobile,Mayobodo - 100972 - Rural Health Centre,ZW060707
Matabeleland South,Matobo,Maphisa,Maphisa - 100890 - District Hospital,1841,2232,,Matabeleland South,Matobo,Maphisa - 100890 - District Hospital,,DPL,Maphisa - 100890 - District Hospital,ZW06050A
