MRF_Province,MRF_District,MRF_Facility,Facility_datim,TX_CURR _datim,TX_CURR _mrf,Concordance,Province,District,Facility Name,Source,Source2,datim site name,facility id
Masvingo,Chivi,Chivi,Chivi - 100319 - Rural Hospital,185,1260,,Masvingo,Chivi,Chivi - 100319 - Rural Hospital,Mobile,Mobile,Chivi - 100319 - Rural Hospital,ZW08030B
Masvingo,Chivi,Mandamabwe Rural Health Centre,Mhandamabwe - 101011 - RHC,1113,1170,,Masvingo,Chivi,Mhandamabwe - 101011 - RHC,Mobile,Mobile,Mhandamabwe - 101011 - Rural Health Centre,ZW080303
Masvingo,Chivi,Nyahombe Rural Health Centre,Nyahombe - 101316 - Clinic,1070,1321,,Masvingo,Chivi,Nyahombe - 101316 - Clinic,Mobile,Mobile,Nyahombe - 101316 - Clinic,ZW080308
Masvingo,Chivi,Zivuku,Zivuku - 101812 - Clinic,687,751,,Masvingo,Chivi,Zivuku - 101812 - Clinic,Mobile,DPL,Zivuku - 101812 - Clinic,ZW080324
Masvingo,Gutu,Chinyika Rural,Chinyika - 100243 - Rural Health Centre,520,719,,Masvingo,Gutu,Chinyika - 100243 - Rural Health Centre,Mobile,Mobile,Chinyika - 100243 - Rural Health Centre,ZW08040D
Masvingo,Gutu,Gutu,Gutu - 100557 - Mission Hospital,412,1360,,Masvingo,Gutu,Gutu - 100557 - Mission Hospital,Mobile,Mobile,Gutu - 100557 - Mission Hospital,ZW08040E
Masvingo,Gutu,Majada Rural Health Centre,Majada - 100833 - Rural Health Centre,107,653,,Masvingo,Gutu,Majada - 100833 - Rural Health Centre,Mobile,manual,,
Masvingo,Gutu,Nemashakwe Rural Health Centre,Nemashakwe - 101224 - Clinic,0,271,,Masvingo,Gutu,Nemashakwe - 101224 - Clinic,Mobile,Mobile,Nemashakwe - 101224 - Clinic,ZW080405
Masvingo,Gutu,Zvavahera Rural Health Centre,Zvavahera - 101824 - Clinic,304,489,,Masvingo,Gutu,Zvavahera - 101824 - Clinic,Mobile,Mobile,Zvavahera - 101824 - Clinic,ZW080409
Masvingo,Masvingo,Bondolfi,Bondolfi - 100082 - Rural Hospital,584,586,,Masvingo,Masvingo,Bondolfi - 100082 - Rural Hospital,Mobile,Mobile,Bondolfi - 100082 - Rural Hospital,ZW080591
Masvingo,Masvingo,Charumbira,Charumbira - 100141 - Clinic,214,463,,Masvingo,Masvingo,Charumbira - 100141 - Clinic,Mobile,Mobile,Charumbira - 100141 - Clinic,ZW080525
Masvingo,Masvingo,Guwa Rural Health Centre,Guwa - 100559 - Clinic,0,510,,Masvingo,Masvingo,Guwa - 100559 - Clinic,Mobile,Mobile,Guwa - 100559 - Clinic,ZW080540
Masvingo,Masvingo,Mapanzure,Mapanzure - 100884 - Clinic,0,648,,Masvingo,Masvingo,Mapanzure - 100884 - Clinic,Mobile,Mobile,Mapanzure - 100884 - Clinic,ZW080528
Masvingo,Masvingo,Morgenster,Mogenester - 101030 - Mission Hospital,2,1351,,Masvingo,Masvingo,Mogenester - 101030 - Mission Hospital,Mobile,Mobile,Mogenester - 101030 - Mission Hospital,ZW08050D
Masvingo,Masvingo,Mucheke,Mucheke - 101077 - Clinic,490,2483,,Masvingo,Masvingo,Mucheke - 101077 - Clinic,Mobile,DPL,Mucheke - 101077 - Clinic,ZW080535
Masvingo,Masvingo,Mushandike Rural Health Centre,Mushandike - 101142 - Clinic,133,834,,Masvingo,Masvingo,Mushandike - 101142 - Clinic,Mobile,Mobile,Mushandike - 101142 - Clinic,ZW080503
Masvingo,Masvingo,Musvovi Rural Health Centre,Musvovi - 101158 - Clinic,305,820,,Masvingo,Masvingo,Musvovi - 101158 - Clinic,Mobile,Mobile,Musvovi - 101158 - Clinic,ZW080504
Masvingo,Masvingo,Nemamwa Rural Health Centre,Nemwanwa - 101228 - Clinic,1000,1350,,Masvingo,Masvingo,Nemwanwa - 101228 - Clinic,Mobile,Mobile,Nemwanwa - 101228 - Clinic,ZW080506
Masvingo,Masvingo,Ngomahuru Rural Health Centre,Ngomahuru - 101253 - RHC,212,336,,Masvingo,Masvingo,Ngomahuru - 101253 - RHC,Mobile,Mobile,Ngomahuru - 101253 - Rural Health Centre,ZW080544
Masvingo,Masvingo,Nyajena Rural,Nyajena - 101321 - Rural Hospital,91,764,,Masvingo,Masvingo,Nyajena - 101321 - Rural Hospital,Mobile,Mobile,Nyajena - 101321 - Rural Hospital,ZW08050C
Masvingo,Masvingo,Nyikavanhu Rural Health Centre,Nyikavanhu - 101386 - RHC,319,1019,,Masvingo,Masvingo,Nyikavanhu - 101386 - RHC,Mobile,Mobile,Nyikavanhu - 101386 - Rural Health Centre,ZW080507
Masvingo,Masvingo,Renco Mine,Renco - 101449 - Mine Clinic,0,384,,Masvingo,Masvingo,Renco - 101449 - Mine Clinic,Mobile,Mobile,Renco - 101449 - Mine Clinic,ZW080576
Masvingo,Masvingo,Rujeko,Rujeko - 101468 - Clinic,1085,1483,,Masvingo,Masvingo,Rujeko - 101468 - Clinic,Mobile,DPL,Rujeko - 101468 - Clinic,ZW080582
Masvingo,Masvingo,Rukovo,Rukovo - 101470 - Clinic,63,515,,Masvingo,Masvingo,Rukovo - 101470 - Clinic,Mobile,Mobile,Rukovo - 101470 - Clinic,ZW080532
Masvingo,Masvingo,Runyararo,Runyararo NW Council Clinic,1343,2183,,Masvingo,Masvingo,Runyararo NW Council Clinic,Mobile,DPL,Runyararo - 101473 - Clinic,612
Masvingo,Masvingo,Shonganiso,Shonganiso - 101566 - Clinic,389,386,,Masvingo,Masvingo,Shonganiso - 101566 - Clinic,Mobile,DPL,Shonganiso - 101566 - Clinic,ZW080592
Masvingo,Masvingo,Shumba,Shumba - 101569 - Clinic,1,807,,Masvingo,Masvingo,Shumba - 101569 - Clinic,Mobile,Mobile,Shumba - 101569 - Clinic,ZW080533
Masvingo,Masvingo,Zimuto BC,Zimuto BC-101885-Clinic,42,371,,Masvingo,Masvingo,Zimuto BC-101885-Clinic,Mobile,Mobile,Zimuto BC-101885-Clinic,ZW080534
Masvingo,Mwenezi,Chimbudzi Rural Health Centre,Chimbudzi - 100211 - Clinic,462,571,,Masvingo,Mwenezi,Chimbudzi - 100211 - Clinic,Mobile,Mobile,Chimbudzi - 100211 - Clinic,ZW080601
Masvingo,Mwenezi,Neshuro,Neshuro - 101232 - District Hospital,94,1521,,Masvingo,Mwenezi,Neshuro - 101232 - District Hospital,Mobile,Mobile,Neshuro - 101232 - District Hospital,ZW08060A
Masvingo,Zaka,Bvukururu,Bvukururu - 100110 - Clinic,780,783,,Masvingo,Zaka,Bvukururu - 100110 - Clinic,Mobile,DPL,Bvukururu - 100110 - Clinic,ZW080726
Masvingo,Zaka,Jerera Satellite,Jerera - 100659 - Satelite Clinic,2,975,,Masvingo,Zaka,Jerera - 100659 - Satelite Clinic,Mobile,Mobile,Jerera - 100659 - Satelite Clinic,ZW080739
Masvingo,Zaka,Musiso,Musiso - 101153 - Mission Hospital,8,1691,,Masvingo,Zaka,Musiso - 101153 - Mission Hospital,Mobile,Mobile,Musiso - 101153 - Mission Hospital,ZW08070C
Masvingo,Zaka,Ndanga,Ndanga - 101210 - Hospital,263,2815,,Masvingo,Zaka,Ndanga - 101210 - Hospital,Mobile,Mobile,Ndanga - 101210 - Hospital,ZW08070A
Masvingo,Zaka,Svuure Rural Health Centre,Svuvure - 101665 - Rural Health Hospital,428,529,,Masvingo,Zaka,Svuvure - 101665 - Rural Health Hospital,Mobile,Mobile,Svuvure - 101665 - Rural Health Hospital,ZW080704
Matabeleland North,Bubi,Membeswana Rural Health Centre,Mbembeswana - 100990 - RHC,623,732,,Mat. North,Bubi,Mbembeswana - 100990 - RHC,Mobile,Mobile,Mbembeswana - 100990 - Rural Health Centre,ZW060525
Matabeleland North,Lupane,Lupane Rural Health Centre,Lupane - 100781 - Rural Health Centre,1937,1904,,Mat. North,Lupane,Lupane - 100781 - Rural Health Centre,Mobile,Mobile,Lupane - 100781 - Rural Health Centre,ZW050406
Matabeleland North,Nkayi,Dakamela Rural,Dakamela - 100357 - Rural Hospital,512,875,,Mat. North,Nkayi,Dakamela - 100357 - Rural Hospital,Mobile,Mobile,Dakamela - 100357 - Rural Hospital,ZW05050B
Matabeleland North,Nkayi,Nkayi,Nkayi - 101275 - District Hospital,616,1530,,Mat. North,Nkayi,Nkayi - 101275 - District Hospital,Mobile,Mobile,Nkayi - 101275 - District Hospital,ZW05050A
Matabeleland North,Umguza,Mbembesi Rural health Centre,Mbembesi - 100989 - Rural Health Centre,827,1076,,Mat. North,Umguza,Mbembesi - 100989 - Rural Health Centre,Mobile,Mobile,Mbembesi - 100989 - Rural Health Centre,ZW050733
Matabeleland North,Umguza,Nyamandlovu,Nyamandlovu - 101332 - Hospital,996,1111,,Mat. North,Umguza,Nyamandlovu - 101332 - Hospital,Mobile,Mobile,Nyamandlovu - 101332 - Hospital,ZW05070A
Matabeleland North,Umguza,Redwood,Redwood - 101447 - Clinic,130,651,,Mat. North,Umguza,Redwood - 101447 - Clinic,Mobile,Mobile,Redwood - 101447 - Clinic,599
Matabeleland South,Beitbridge,Dulibadzimu,Dulibadzimu - 100423 - Clinic,1817,1722,,Mat. South,Beitbridge,Dulibadzimu - 100423 - Clinic,Mobile,Mobile,Dulibadzimu - 100423 - Clinic,ZW060126
Matabeleland South,Beitbridge,Mtetengwe,Mtetengwe - 101069 - Clinic,806,853,,Mat. South,Beitbridge,Mtetengwe - 101069 - Clinic,Mobile,Mobile,Mtetengwe - 101069 - Clinic,ZW060179
Matabeleland South,Beitbridge,Zezani,Zezane - 101787 - Clinic,981,1202,,Mat. South,Beitbridge,Zezane - 101787 - Clinic,Mobile,Mobile,Zezane - 101787 - Clinic,ZW060131
Matabeleland South,Bulilima,Lady Barring Rural,Lady Barring - 100755 - Mission Hospital,757,765,,Mat. South,Bulilima,Lady Barring - 100755 - Mission Hospital,Mobile,Mobile,Lady Barring - 100755 - Mission Hospital,ZW06020B
Matabeleland South,Bulilima,Ndiweni,Ndiweni - 101211 - Clinic,797,785,,Mat. South,Bulilima,Ndiweni - 101211 - Clinic,Mobile,Mobile,Ndiweni - 101211 - Clinic,ZW060230
Matabeleland South,Bulilima,Sikhathini,Sikhatini - 101585 - Clinic,793,811,,Mat. South,Bulilima,Sikhatini - 101585 - Clinic,Mobile,Mobile,Sikhatini - 101585 - Clinic,ZW060231
Matabeleland South,Gwanda,Manama,Manama - 100867 - Mission Hospital,668,1001,,Mat. South,Gwanda,Manama - 100867 - Mission Hospital,Mobile,Mobile,Manama - 100867 - Mission Hospital,ZW06030B
Matabeleland South,Gwanda,Selonga,Selonga - 101536 - Rural Health Centre,815,946,,Mat. South,Gwanda,Selonga - 101536 - Rural Health Centre,Mobile,Mobile,Selonga - 101536 - Rural Health Centre,ZW060363
Matabeleland South,Insiza,Nkankezi Rural Health Centre,Nkankezi - 101274 - Rural Health Centre,1302,1200,,Mat. South,Insiza,Nkankezi - 101274 - Rural Health Centre,Mobile,Mobile,Nkankezi - 101274 - Rural Health Centre,ZW060405
Matabeleland South,Insiza,Shangani,Shangani - 101557 - Rural Hospital,775,1619,,Mat. South,Insiza,Shangani - 101557 - Rural Hospital,Mobile,Mobile,Shangani - 101557 - Rural Hospital,ZW06040B
Matabeleland South,Insiza,Singwango,Singwango - 101603 - Clinic,913,953,,Mat. South,Insiza,Singwango - 101603 - Clinic,Mobile,Mobile,Singwango - 101603 - Clinic,ZW060425
Matabeleland South,Insiza,Zhulube,Zhulube - 101793 - Clinic,825,1153,,Mat. South,Insiza,Zhulube - 101793 - Clinic,Mobile,Mobile,Zhulube - 101793 - Clinic,ZW060426
Matabeleland South,Mangwe,Bango Rural Health Centre,Bango - 100042 - Clinic,595,601,,Mat. South,Mangwe,Bango - 100042 - Clinic,Mobile,Mobile,Bango - 100042 - Clinic,ZW060709
Matabeleland South,Mangwe,Dingumuzi,Dingumuzi - 100394 - Clinic,600,677,,Mat. South,Mangwe,Dingumuzi - 100394 - Clinic,Mobile,Mobile,Dingumuzi - 100394 - Clinic,ZW060745
Matabeleland South,Mangwe,Ingwizi Rural Health Centre,Ingwizi - 100639 - Clinic,1145,1311,,Mat. South,Mangwe,Ingwizi - 100639 - Clinic,Mobile,Mobile,Ingwizi - 100639 - Clinic,ZW060703
Matabeleland South,Mangwe,Sanzukwi,SANZUKWI - 101529 - Clinic,644,691,,Mat. South,Mangwe,SANZUKWI - 101529 - Clinic,Mobile,Mobile,SANZUKWI - 101529 - Clinic,ZW060733
Matabeleland South,Mangwe,St Annes Mission Hospital (Brunapeg),St. Annes Brunapeg - 101642 - Mission,722,943,,Mat. South,Mangwe,St. Annes Brunapeg - 101642 - Mission,Mobile,Mobile,St. Annes Brunapeg - 101642 - Mission Hospital,ZW06070D
Matabeleland South,Mangwe,Tshitshi,Tshitshi - 101712 - Clinic,875,940,,Mat. South,Mangwe,Tshitshi - 101712 - Clinic,Mobile,Mobile,Tshitshi - 101712 - Clinic,ZW060732
Matabeleland South,Matobo,Kezi Rural,Kezi - 100732 - Rural Hospital,1064,1145,,Mat. South,Matobo,Kezi - 100732 - Rural Hospital,Mobile,Mobile,Kezi - 100732 - Rural Hospital,ZW06050B
Matabeleland South,Matobo,Matopo Rural,Matobo Rural - 100957 - Rural Hospital,247,270,,Mat. South,Matobo,Matobo Rural - 100957 - Rural Hospital,Mobile,Mobile,Matobo Rural - 100957 - Rural Hospital,ZW06050C
Matabeleland South,Matobo,Natisa Rural Health Centre,Natisa - 101208 - Rural Health Centre,757,780,,Mat. South,Matobo,Natisa - 101208 - Rural Health Centre,Mobile,Mobile,Natisa - 101208 - Rural Health Centre,ZW060501
Matabeleland South,Matobo,St Joseph's,St. Joseph's - 101644 - Rural Hospital,952,936,,Mat. South,Matobo,St. Joseph's - 101644 - Rural Hospital,Mobile,Mobile,St. Joseph's - 101644 - Rural Hospital,ZW06050E
Matabeleland South,Matobo,Tshelanyemba,Tshelanyemba - 101711 - Mission Hospital,256,1605,,Mat. South,Matobo,Tshelanyemba - 101711 - Mission Hospital,Mobile,Mobile,Tshelanyemba - 101711 - Mission Hospital,ZW06050D
Matabeleland South,Umzingwane,Habane,Habani - 100578 - Clinic,226,543,,Mat. South,Umzingwane,Habani - 100578 - Clinic,Mobile,Mobile,Habani - 100578 - Clinic,ZW060626
Matabeleland South,Umzingwane,How Mine,How Mine - 100610 - Mine Clinic,353,378,,Mat. South,Umzingwane,How Mine - 100610 - Mine Clinic,Mobile,Mobile,How Mine - 100610 - Mine Clinic,ZW060676
Matabeleland South,Umzingwane,Mawabeni,Mawabeni - 100969 - Clinic,1004,824,,Mat. South,Umzingwane,Mawabeni - 100969 - Clinic,Mobile,DPL,Mawabeni - 100969 - Clinic,ZW060627
Matabeleland South,Umzingwane,Nhlangano,Nhlangano - 101269 - Clinic,716,720,,Mat. South,Umzingwane,Nhlangano - 101269 - Clinic,Mobile,Mobile,Nhlangano - 101269 - Clinic,ZW060629
Matabeleland South,Umzingwane,Ntshamathe,Ntshamathe - 101304 - Clinic,259,449,,Mat. South,Umzingwane,Ntshamathe - 101304 - Clinic,Mobile,Mobile,Ntshamathe - 101304 - Clinic,ZW060631
Matabeleland South,Umzingwane,Mzingwane RHC,Umzingwane - 101725 - Clinic,269,357,,Mat. South,Umzingwane,Umzingwane - 101725 - Clinic,Mobile,Mobile,Umzingwane - 101725 - Clinic,ZW060606
Matabeleland South,Umzingwane,Zimbili,Zimbili - 101911 - Clinic,216,227,,Mat. South,Umzingwane,Zimbili - 101911 - Clinic,Mobile,Mobile,Zimbili - 101911 - Clinic,ZW060634
Midlands,Gweru,Somabhula,Somabula - 101613 - Clinic,380,354,,Midlands,Gweru,Somabula - 101613 - Clinic,Mobile,DPL,Somabula - 101613 - Clinic,ZW070445
Midlands,Kwekwe,Sherwood,Sherwood - 101561 - Clinic,531,773,,Midlands,Kwekwe,Sherwood - 101561 - Clinic,Mobile,DPL,Sherwood - 101561 - Clinic,ZW070566
Matabeleland North,Bubi,Mdutshane Rural Health Centre,Mdutshane - 101002 - Clinic,415,460,,Matabeleland North,Bubi,Mdutshane - 101002 - Clinic,,Mobile,Mdutshane - 101002 - Clinic,ZW050230
Matabeleland North,Bubi,Turk Mine,Turk Mine - 101720 - Mine Clinic,136,136,,Matabeleland North,Bubi,Turk Mine - 101720 - Mine Clinic,,Mobile,Turk Mine - 101720 - Mine Clinic,
Matabeleland North,Nkayi,Fanisoni,Fanison - 100461 - Rural Health Centre,231,312,,Matabeleland North,Nkayi,Fanison - 100461 - Rural Health Centre,,Mobile,Fanison - 100461 - Rural Health Centre,ZW050525
Matabeleland North,Nkayi,Gwelutshena,Gwelutshena - 100569 - Rural Health Centre,1057,1119,,Matabeleland North,Nkayi,Gwelutshena - 100569 - Rural Health Centre,,Mobile,Gwelutshena - 100569 - Rural Health Centre,ZW050533
Matabeleland North,Nkayi,Mateme Rural Health Centre,Mateme - 100949 - Rural Health Centre,527,556,,Matabeleland North,Nkayi,Mateme - 100949 - Rural Health Centre,,Mobile,Mateme - 100949 - Rural Health Centre,ZW050502
Matabeleland North,Nkayi,Nesigwe,Nesigwe - 101233 - Rural Health Centre,668,693,,Matabeleland North,Nkayi,Nesigwe - 101233 - Rural Health Centre,,Mobile,Nesigwe - 101233 - Rural Health Centre,ZW050526
Matabeleland North,Tsholotsho,Shaba Clinc,Shaba Clinc,421,462,,Matabeleland North,Tsholotsho,Shaba - 101546 - Council Clinic,,Mobile,Shaba - 101546 - Council Clinic,643
Matabeleland South,Bulilima,Lady Stanley Rural,Lady Stanley - 100756 - Mission Hospital,701,919,,Matabeleland South,Bulilima,Lady Stanley - 100756 - Mission Hospital,,Mobile,Lady Stanley - 100756 - Mission Hospital,ZW06020C
Matabeleland South,Gwanda,Garanyemba,Garanyemba - 100490 - Clinic,250,821,,Matabeleland South,Gwanda,Garanyemba - 100490 - Clinic,,Mobile,Garanyemba - 100490 - Clinic,ZW060331
Matabeleland South,Gwanda,Phakama,Pakama - 101403 - Clinic,2425,2814,,Matabeleland South,Gwanda,Pakama - 101403 - Clinic,,Mobile,Pakama - 101403 - Clinic,ZW060362
Matabeleland South,Gwanda,Sengezane,Sengezani - 101540 - Rural Health Centre,995,1093,,Matabeleland South,Gwanda,Sengezani - 101540 - Rural Health Centre,,Mobile,Sengezani - 101540 - Rural Health Centre,642
Matabeleland South,Mangwe,Madabe,Madabe - 100800 - Clinic,773,948,,Matabeleland South,Mangwe,Madabe - 100800 - Clinic,,Mobile,Madabe - 100800 - Clinic,ZW060727
Matabeleland South,Mangwe,Mayobodo Rural Health Centre,Mayobodo - 100972 - Rural Health Centre,660,762,,Matabeleland South,Mangwe,Mayobodo - 100972 - Rural Health Centre,,Mobile,Mayobodo - 100972 - Rural Health Centre,ZW060707
Matabeleland South,Matobo,Maphisa,Maphisa - 100890 - District Hospital,1841,2232,,Matabeleland South,Matobo,Maphisa - 100890 - District Hospital,,DPL,Maphisa - 100890 - District Hospital,ZW06050A
